node	identifier	x_position	y_position	color	annotation
G3NEJ2	69293.ENSGACP00000003743	0.48107692307692307	0.38689839572192514	rgb(187,255,101)	LIM domain binding 3b
G3NFC1	69293.ENSGACP00000004023	0.48107692307692307	0.2786096256684492	rgb(255,0,0)	Calreticulin
G3NGD3	69293.ENSGACP00000004389	0.5807692307692308	0.2786096256684492	rgb(178,171,0)	Uncharacterized protein; Spondin 1b
G3NGT4	69293.ENSGACP00000004541	0.5807692307692308	0.6901069518716578	rgb(166,239,117)	Apolipoprotein C-II
G3NJS1	69293.ENSGACP00000005583	0.5807692307692308	0.7983957219251338	rgb(198,239,117)	annotation not available
G3NRG5	69293.ENSGACP00000007932	0.3813846153846154	0.7983957219251338	rgb(133,239,117)	Neural cell adhesion molecule 3; Si:dkey-77d17.6
G3NY15	69293.ENSGACP00000010235	0.6453846153846154	0.4518716577540107	rgb(0,178,157)	Niemann-Pick disease, type C2
G3NZH1	69293.ENSGACP00000010744	0.3813846153846154	0.6901069518716578	rgb(150,101,255)	Transglutaminase 2b
G3NZN3	69293.ENSGACP00000010806	0.6195384615384616	0.5601604278074868	rgb(239,117,117)	Myosin, light chain 9b, regulatory
G3P920	69293.ENSGACP00000014094	0.48107692307692307	0.8417112299465241	rgb(239,149,117)	annotation not available
G3PJH2	69293.ENSGACP00000017752	0.48107692307692307	0.7382352941176471	rgb(255,175,101)	Ribosomal protein L17; Chromosome 18 open reading frame 32; Belongs to the universal ribosomal protein uL22 family
G3PKP7	69293.ENSGACP00000018177	0.3813846153846154	0.256951871657754	rgb(0,28,178)	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9
G3PNK3	69293.ENSGACP00000019186	0.34815384615384615	0.4085561497326203	rgb(231,239,117)	annotation not available
G3PUL8	69293.ENSGACP00000021305	0.48107692307692307	0.1703208556149733	rgb(239,182,117)	Proteasome (prosome, macropain) 26S subunit, ATPase, 3
G3PYU1	69293.ENSGACP00000022781	0.5143076923076924	0.5024064171122995	rgb(101,255,163)	Cathepsin D; Belongs to the peptidase A1 family
G3Q486	69293.ENSGACP00000024690	0.4136923076923077	0.5216577540106953	rgb(14,178,0)	ATP synthase subunit d, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the cent [...] 
G3Q6T4	69293.ENSGACP00000025594	0.5807692307692308	0.1703208556149733	rgb(101,199,255)	Sex hormone binding globulin
G3QAJ2	69293.ENSGACP00000026908	0.5143076923076924	0.6010695187165777	rgb(239,215,117)	Transgelin 2; Belongs to the calponin family
