node	identifier	x_position	y_position	color	annotation
G3N577	69293.ENSGACP00000000447	0.8093264248704664	0.7919847328244276	rgb(117,157,239)	annotation not available
G3N680	69293.ENSGACP00000000804	0.6018134715025908	0.2637404580152672	rgb(117,239,155)	annotation not available
G3N8J1	69293.ENSGACP00000019637	0.11917098445595856	0.5446564885496183	rgb(144,239,117)	Histone H4; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling
G3N8Q3	69293.ENSGACP00000001689	0.7277202072538861	0.7553435114503817	rgb(187,255,101)	Tropomyosin 3; Belongs to the tropomyosin family
G3N8X9	69293.ENSGACP00000001765	0.8233160621761659	0.7545801526717557	rgb(117,239,126)	Uncharacterized protein; Actin, beta-like 2; Belongs to the actin family
G3NA14	69293.ENSGACP00000002156	0.5839378238341969	0.65	rgb(117,178,239)	Ras suppressor protein 1
G3NBA2	69293.ENSGACP00000002598	0.33911917098445593	0.12328244274809161	rgb(239,218,117)	NADH dehydrogenase (ubiquinone) Fe-S protein 5
G3NBM8	69293.ENSGACP00000002722	0.6569948186528498	0.4248091603053435	rgb(180,239,117)	Ribosomal protein L36; Belongs to the eukaryotic ribosomal protein eL36 family
G3NDE4	69293.ENSGACP00000003344	0.233419689119171	0.18129770992366412	rgb(117,117,239)	Expressed sequence CO360592; NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa
G3NEJ2	69293.ENSGACP00000003743	0.6702072538860104	0.5973282442748092	rgb(239,146,117)	LIM domain binding 3b
G3NFC1	69293.ENSGACP00000004023	0.500777202072539	0.7087786259541986	rgb(117,239,119)	Calreticulin
G3NFG6	69293.ENSGACP00000004068	0.6857512953367877	0.3843511450381679	rgb(0,178,157)	Ribosomal protein L21
